customer_id,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone,customer_since
46,Vivaan,customer46@example.com,Bronze,0,,,9012535419,2023-09-06
47,Reyansh,customer47@example.com,Bronze,0,,,9635285345,2023-03-28
48,Arjun,customer48@example.com,Bronze,-10,,,9981724359,2024-06-18
49,Aditya,customer49@example.com,Bronze,0,,,9704131885,2015-04-17
50,Aditya,customer50@example.com,Bronze,0,,,9886701329,2018-05-25
51,Vivaan,customer51@example.com,Bronze,0,,,9459298836,2019-02-05
1,Aditya,customer52@example.com,Bronze,0,,,9218146408,2022-08-11
53,Aarav,customer53@example.com,Bronze,0,,,9121195925,2020-08-21
54,Reyansh,customer54@example.com,Bronze,0,,,9335367490,2019-02-05
55,Shaurya,customer55@example.com,Bronze,0,,,9612253549,2017-11-27
56,Shaurya,customer56@example.com,Bronze,0,,,9985151805,2015-02-07
57,Anika,customer57@example.com,Bronze,0,,,9415702104,2019-07-22
58,Aarav,customer58@example.com,Bronze,0,,,9053949629,2018-11-08
59,Navya,customer59@example.com,Bronze,0,,,9784825163,2024-12-01
60,Krishna,customer60@example.com,Bronze,0,,,9734105604,2022-03-14
61,Myra,customer61@example.com,Bronze,-10,,,9053905594,2024-08-11
62,Aarohi,customer62@example.com,Bronze,0,,,9513081001,2022-05-02
63,Krishna,customer63@example.com,Bronze,0,,,9355598225,2015-07-21
64,Ananya,customer64@example.com,Bronze,0,,,9050480655,2020-11-08
65,Sara,customer65@example.com,Bronze,0,,,9407031285,2019-10-31
66,Aditya,customer66@example.com,Bronze,0,,,9638226865,2020-03-25
67,Reyansh,customer67@example.com,Bronze,0,,,9062678887,2020-11-04
68,Aadhya,customer68@example.com,Bronze,0,,,9706551739,2017-05-23
69,Arjun,customer69@example.com,Bronze,0,,,9505080243,2015-05-27
70,Shaurya,customer70@example.com,Bronze,0,,,9204439570,2021-10-01
71,Ananya,customer71@example.com,Bronze,0,,,9237703844,2019-02-12
72,Aditya,customer72@example.com,Bronze,0,,,9267785971,2024-04-14
73,Vivaan,customer73@example.com,Bronze,0,,,9289314982,2018-07-16
74,Ira,customer74@example.com,Bronze,0,,,9893744065,2017-05-05
75,Krishna,customer75@example.com,Bronze,0,,,9877750881,2024-10-04
76,Ira,customer76@example.com,Bronze,0,,,9190321733,2018-11-25
77,Aditya,customer77@example.com,Bronze,0,,,9401723183,2017-05-31
78,Anika,customer78@example.com,Bronze,0,2035-01-01,,9702569141,2017-08-04
79,Aarohi,customer79@example.com,Bronze,0,,,9113155251,2022-06-19
80,Prisha,customer80@example.com,Bronze,0,,,9559558202,2024-10-16
81,Anika,customer81@example.com,Bronze,0,,,9441321578,2018-12-16
82,Aditya,customer82@example.com,Bronze,0,,,9463165309,2017-01-21
83,Aarav,customer83@example.com,Bronze,0,,,9432803761,2021-01-03
84,Aditya,customer84@example.com,Bronze,0,,,9036474657,2017-06-04
85,Arjun,customer85@example.com,Bronze,0,,,9422771454,2016-04-18
86,Aditya,customer86@example.com,Bronze,0,,,9461393172,2017-01-08
87,Aarohi,customer87@example.com,Bronze,0,,,9796938794,2023-09-07
88,Reyansh,customer88@example.com,Bronze,0,,,9254611013,2019-04-12
89,Vivaan,customer89@example.com,Bronze,0,,,9369644304,2018-10-15
90,Diya,customer90@example.com,Bronze,0,,,9087957532,2020-08-16
91,Ishaan,customer91@example.com,Bronze,0,,,9356232091,2018-06-23
92,Aarav,customer92@example.com,Bronze,0,,,9099631330,2021-11-10
93,Aadhya,customer93@example.com,Bronze,0,,,9551127944,2022-05-08
94,Myra,customer94@example.com,Bronze,0,,,9207896989,2017-06-18
95,Vivaan,customer95@example.com,Bronze,0,,,9068449426,2023-01-13
96,Aditya,customer96@example.com,Bronze,0,,,9609325588,2016-06-20
97,Myra,customer97@example.com,Bronze,0,,,9225658840,2017-02-06
98,Prisha,customer98@example.com,Bronze,0,,,9869762388,2015-04-13
99,Prisha,customer99@example.com,Bronze,0,,,9013116122,2019-05-13
100,Reyansh,customer100@example.com,Bronze,0,,,9955058838,2022-11-22
101,Ishaan,customer101@example.com,Bronze,0,,,9064819693,2020-08-12
102,Navya,customer102@example.com,Bronze,0,,,9501907590,2016-06-25
103,Myra,customer103@example.com,Bronze,0,,,9857119233,2024-03-05
104,Shaurya,customer104@example.com,Bronze,0,,,9984536861,2020-07-25
105,Prisha,customer105@example.com,Bronze,0,,,9437958009,2019-03-08
106,Navya,customer106@example.com,Bronze,0,2035-01-01,,9431887502,2020-03-22
107,Arjun,customer107@example.com,Bronze,0,,,9988438455,2016-02-29
108,Shaurya,customer108@example.com,Bronze,0,,,9453948807,2019-08-07
109,Sai,customer109@example.com,Bronze,0,,,9889344622,2020-05-06
110,Aarohi,customer110@example.com,Bronze,0,,,9600349449,2019-09-08
111,Aarav,customer111@example.com,Bronze,-10,,,9094374942,2022-12-11
112,Ira,customer112@example.com,Bronze,0,,,9889662981,2018-08-04
113,Arjun,customer113@example.com,Bronze,0,,,9111665834,2020-05-17
114,Krishna,customer114@example.com,Bronze,0,,,9707861665,2021-03-27
115,Arjun,customer115@example.com,Bronze,0,,,9831657173,2019-07-25
116,Arjun,customer116@example.com,Bronze,0,,,9135085126,2018-03-08
117,Aarohi,customer117@example.com,Bronze,0,,,9141912675,2020-11-08
118,Prisha,customer118@example.com,Bronze,0,,,9748626461,2020-06-10
119,Anika,customer119@example.com,Bronze,0,,,9498467567,2023-12-19
120,Sara,customer120@example.com,Bronze,0,,,9703049340,2021-06-12
121,Diya,customer121@example.com,Bronze,0,,,9918345390,2019-05-10
122,Ananya,customer122@example.com,Bronze,0,,,9728272676,2020-08-14
123,Vihaan,customer123@example.com,Bronze,0,,,9758016929,2023-01-23
124,Navya,customer124@example.com,Bronze,0,,,9529594281,2018-03-15
125,Ishaan,customer125@example.com,Bronze,0,,,9962524807,2017-09-23
126,Aarav,customer126@example.com,Bronze,0,,,12345,2017-11-20
127,Ananya,customer127@example.com,Bronze,0,,,9629635110,2020-12-27
128,Prisha,customer128@example.com,Bronze,0,,,9851070834,2020-02-04
129,Anika,customer129@example.com,Bronze,0,,,9938604252,2023-09-10
130,Aadhya,customer130@example.com,Bronze,0,,,9629509469,2021-11-14
131,Aadhya,customer131@example.com,Bronze,0,,,9522514018,2022-09-10
132,Ira,customer132@example.com,Bronze,0,,,9490699253,2016-04-23
133,Krishna,customer133@example.com,Bronze,0,,,9556390255,2024-03-12
134,Navya,customer134@example.com,Bronze,0,,,9199861456,2015-08-27
135,Aarohi,customer135@example.com,Bronze,0,,,9713938466,2024-05-25
136,Anika,customer136@example.com,Bronze,0,,,9079718298,2018-10-14
137,Reyansh,customer137@example.com,Bronze,0,,,9009416998,2016-03-17
138,Sai,customer138@example.com,Bronze,0,,,9118655495,2016-07-24
139,Ira,customer139@example.com,Bronze,0,,,9351210329,2021-10-27
140,Prisha,customer140@example.com,Bronze,0,,,9233342926,2022-10-07
141,Aditya,customer141@example.com,Bronze,0,,,12345,2021-04-24
142,Reyansh,customer142@example.com,Bronze,0,,,9566740406,2024-06-24
143,Vihaan,customer143@example.com,Bronze,0,,,9393680311,2023-07-26
144,Myra,customer144@example.com,Bronze,0,,,9450118293,2019-11-21
145,Navya,customer145@example.com,Bronze,0,,,9353518081,2018-12-27
146,Vihaan,customer146@example.com,Bronze,0,,,9357696395,2021-09-18
147,Arjun,customer147@example.com,Bronze,0,,,9848900885,2019-03-05
148,Ananya,customer148@example.com,Bronze,0,,,9853821904,2017-04-25
149,Navya,customer149@example.com,Bronze,0,,,9748214894,2023-03-07
150,Sara,customer150@example.com,Bronze,0,,,9952879626,2019-05-27
151,Reyansh,customer151@example.com,Bronze,0,,,9251097844,2015-10-29
152,Ishaan,customer152@example.com,Bronze,0,,,9358414378,2018-04-12
153,Krishna,customer153@example.com,Bronze,0,,,9569808284,2024-01-05
154,Ira,customer154@example.com,Bronze,0,,,9959196305,2024-08-03
155,Ira,customer155@example.com,Bronze,0,,,9701301795,2016-08-17
156,Krishna,customer156@example.com,Bronze,0,,,9526814469,2020-03-02
157,Anika,customer157@example.com,Bronze,0,,,9699447613,2024-01-13
158,Ananya,customer158@example.com,Bronze,0,,,9348144125,2020-07-03
159,Sai,customer159@example.com,Bronze,0,,,9754197194,2020-08-16
160,Reyansh,customer160@example.com,Bronze,0,,,9374310047,2021-11-25
161,Diya,customer161@example.com,Bronze,0,,,9292078322,2020-08-12
162,Sara,customer162@example.com,Bronze,0,,,9607669035,2019-07-30
163,Aditya,customer163@example.com,Bronze,0,2035-01-01,,9555846423,2019-08-07
164,Anika,customer164@example.com,Bronze,0,,,9209577720,2024-11-23
165,Ananya,customer165@example.com,Bronze,0,2035-01-01,,9931458186,2021-11-28
166,Anika,customer166@example.com,Bronze,0,,,9811768664,2022-05-10
167,Vivaan,customer167@example.com,Bronze,0,,,9822694634,2015-10-27
168,Aarav,customer168@example.com,Bronze,0,,,9114330318,2020-05-29
169,Navya,customer169@example.com,Bronze,0,,,9016703009,2021-07-08
1,Sai,customer170@example.com,Bronze,0,,,9689589161,2021-04-12
171,Prisha,customer171@example.com,Bronze,0,2035-01-01,,9863551866,2023-10-07
172,Vihaan,customer172@example.com,Bronze,0,,,9706606184,2024-08-24
173,Aditya,customer173@example.com,Bronze,0,,,9764592938,2024-04-12
174,Prisha,customer174@example.com,Bronze,0,,,9634902026,2022-05-26
175,Arjun,customer175@example.com,Bronze,0,,,9550984580,2016-12-01
176,Sai,customer176@example.com,Bronze,0,,,9985991530,2024-06-05
177,Vihaan,customer177@example.com,Bronze,0,,,9724733018,2016-01-07
178,Krishna,customer178@example.com,Bronze,0,,,9537616815,2016-12-17
179,Aarohi,customer179@example.com,Bronze,0,,,9222159393,2016-09-13
180,Shaurya,customer180@example.com,Bronze,0,,,9789570112,2018-12-26
181,Aadhya,customer181@example.com,Bronze,0,,,9409243694,2015-10-16
182,Reyansh,customer182@example.com,Bronze,0,,,9086016373,2018-10-28
183,Prisha,customer183@example.com,Bronze,0,,,9662591337,2024-12-23
184,Sara,customer184@example.com,Bronze,0,,,9071454959,2016-09-14
185,Ishaan,customer185@example.com,Bronze,0,,,9420580768,2024-06-30
186,Ira,customer186@example.com,Bronze,0,,,9331282004,2021-02-27
187,Reyansh,customer187@example.com,Bronze,0,,,9808517557,2024-03-16
188,Shaurya,customer188@example.com,Bronze,0,,,9924887004,2020-12-17
189,Arjun,customer189@example.com,Bronze,0,,,12345,2021-05-26
190,Reyansh,invalid_email,Bronze,0,,,9057780199,2016-08-12
191,Myra,customer191@example.com,Bronze,0,,,9651100435,2022-01-18
192,Ira,customer192@example.com,Bronze,0,,,9054011105,2021-11-22
193,Prisha,customer193@example.com,Bronze,0,,,9195549485,2024-05-15
194,Aarohi,customer194@example.com,Bronze,0,,,9416998542,2015-08-26
195,Vihaan,customer195@example.com,Bronze,0,,,9615212430,2024-03-15
196,Sai,customer196@example.com,Bronze,0,,,9992113261,2017-08-22
197,Myra,customer197@example.com,Bronze,0,,,9365505777,2024-04-23
198,Shaurya,customer198@example.com,Bronze,0,,,9513803768,2024-12-02
199,Navya,customer199@example.com,Bronze,0,,,9792431986,2017-03-06
200,Vihaan,invalid_email,Bronze,0,,,9900713479,2024-10-16
201,Reyansh,customer201@example.com,Bronze,0,,,9751695966,2015-06-03
202,Diya,customer202@example.com,Bronze,0,,,9952501530,2021-03-02
203,Arjun,customer203@example.com,Bronze,0,,,9001771473,2023-10-15
204,Myra,customer204@example.com,Bronze,0,,,12345,2017-02-10
205,Arjun,customer205@example.com,Bronze,0,,,9605687269,2021-10-09
206,Aditya,customer206@example.com,Bronze,0,,,9144828709,2017-02-24
207,Shaurya,customer207@example.com,Bronze,0,,,9430733957,2023-05-20
208,Ananya,customer208@example.com,Bronze,0,,,12345,2015-03-21
209,Aarohi,customer209@example.com,Bronze,0,,,9795368083,2023-02-06
210,Sai,customer210@example.com,Bronze,0,,,9365858013,2021-01-04
211,Reyansh,customer211@example.com,Bronze,0,,,12345,2015-04-20
212,Diya,customer212@example.com,Bronze,0,,,9916020446,2017-09-18
213,Aarohi,customer213@example.com,Bronze,0,,,9294170186,2018-06-13
214,Ishaan,customer214@example.com,Bronze,0,,,9449048339,2017-12-22
1,Ira,customer215@example.com,Bronze,0,,,9394050005,2024-06-03
216,Aadhya,customer216@example.com,Bronze,0,,,9232133266,2019-02-13
217,Aditya,customer217@example.com,Bronze,0,,,9041386509,2015-07-08
218,Sai,customer218@example.com,Bronze,0,,,9972236084,2022-05-25
219,Myra,customer219@example.com,Bronze,0,,,9726467534,2019-10-24
220,Vihaan,customer220@example.com,Bronze,0,,,9512551945,2015-07-03
221,Ishaan,invalid_email,Bronze,0,,,9783043444,2022-02-11
222,Arjun,customer222@example.com,Bronze,0,,,9402884114,2020-07-16
223,Anika,customer223@example.com,Bronze,0,,,9828288895,2016-04-19
224,Aadhya,customer224@example.com,Bronze,0,,,9202158328,2022-11-05
1,Krishna,customer225@example.com,Bronze,0,,,9900093671,2015-09-29
226,Diya,customer226@example.com,Bronze,0,,,9314344590,2020-09-03
227,Ishaan,customer227@example.com,Bronze,0,,,9800447884,2019-10-29
228,Aadhya,customer228@example.com,Bronze,0,,,9737393244,2020-06-16
229,Reyansh,customer229@example.com,Bronze,0,,,9911069360,2017-03-14
230,Reyansh,customer230@example.com,Bronze,0,,,9336439318,2016-08-07
231,Arjun,customer231@example.com,Bronze,0,,,9926334851,2023-10-04
232,Ishaan,customer232@example.com,Bronze,0,,,9973066289,2019-10-14
233,Shaurya,customer233@example.com,Bronze,0,,,9678716077,2020-08-14
234,Krishna,customer234@example.com,Bronze,0,,,9308403377,2017-08-31
235,Vihaan,customer235@example.com,Bronze,0,,,9125300202,2017-01-20
236,Arjun,customer236@example.com,Bronze,0,,,9815957733,2022-07-08
237,Ira,customer237@example.com,Bronze,0,,,9553104912,2018-12-22
238,Aditya,invalid_email,Bronze,0,,,9688963307,2015-09-22
1,Ira,customer239@example.com,Bronze,0,,,9506108298,2023-11-04
240,Aditya,customer240@example.com,Bronze,-10,,,9041722330,2016-07-18
241,Aadhya,customer241@example.com,Bronze,0,,,9989965689,2019-12-23
242,Navya,invalid_email,Bronze,0,,,9527648048,2016-11-19
243,Shaurya,customer243@example.com,Bronze,0,,,9613320382,2017-09-30
244,Vivaan,customer244@example.com,Bronze,0,,,9302053994,2019-07-11
245,Aditya,customer245@example.com,Bronze,0,,,9882739496,2015-12-18
246,Aadhya,customer246@example.com,Bronze,0,,,9752984830,2021-03-14
247,Arjun,customer247@example.com,Bronze,0,,,9893877544,2021-05-30
248,Ishaan,customer248@example.com,Bronze,0,,,9194677282,2015-08-19
249,Sara,customer249@example.com,Bronze,0,,,9737143911,2018-12-11
250,Aarav,customer250@example.com,Bronze,0,,,9201630490,2021-05-01
251,Aditya,customer251@example.com,Bronze,0,,,9316037293,2024-01-12
252,Ananya,customer252@example.com,Bronze,0,,,9273165316,2015-12-22
253,Navya,customer253@example.com,Bronze,0,2035-01-01,,9451662226,2016-02-19
254,Sai,invalid_email,Bronze,0,,,9019093109,2017-03-11
255,Krishna,customer255@example.com,Bronze,0,,,9391982000,2024-01-02
256,Prisha,customer256@example.com,Bronze,0,,,9511890593,2019-02-13
257,Vivaan,customer257@example.com,Bronze,0,2035-01-01,,9489165521,2021-06-28
258,Krishna,customer258@example.com,Bronze,0,,,9958127094,2020-01-24
259,Aadhya,customer259@example.com,Bronze,0,,,9890648062,2021-05-12
260,Reyansh,customer260@example.com,Bronze,0,,,9147326665,2015-06-12
261,Krishna,customer261@example.com,Bronze,0,,,9080369865,2018-11-10
262,Diya,customer262@example.com,Bronze,0,,,9542471176,2018-12-14
263,Aarohi,customer263@example.com,Bronze,0,,,9746185335,2024-11-09
264,Vivaan,customer264@example.com,Bronze,0,,,9661856602,2016-09-07
265,Vihaan,customer265@example.com,Bronze,0,,,9297134107,2017-04-12
266,Arjun,customer266@example.com,Bronze,0,,,9766831451,2016-06-16
267,Aarohi,customer267@example.com,Bronze,0,,,9335753787,2020-03-20
268,Sai,customer268@example.com,Bronze,0,,,9428874368,2020-10-21
269,Reyansh,customer269@example.com,Bronze,0,,,9024451961,2020-03-01
270,Ishaan,customer270@example.com,Bronze,0,,,9962892587,2024-12-14
